Proyecto de Ley;Fecha Documento;Fecha de Presentación;N. Trámite;N. Documento;Estado;Comisión asignada;Fecha Calificación CAL;Proponentes
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA PARA EL FORTALECIMIENTO DE LA RESPONSABILIDAD PENAL JUVENIL";"2026-02-05";"2026-02-05";"477331";"477331";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2026-02-19";"JARAMILLO MARTÍNEZ ROBERTO FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE SALUD PARA LA MODERNIZACIÓN Y DIGITALIZACIÓN DE LOS SERVICIOS DE SALUD";"2026-02-05";"2026-02-05";"477338";"477338";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2026-02-19";"VILLACRES SALAZAR CARLOS STEVE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TELECOMUNICACIONES, AL CÓDIGO ORGÁNICO INTEGRAL PENAL Y A LA LEY ORGÁNICA DE INTELIGENCIA PARA COMBATIR LAS TELECOMUNICACIONES NO AUTORIZADAS DESDE CENTROS DE PRIVACIÓN DE LA LIBERTAD";"2026-01-28";"2026-01-28";"476899";"476899";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía, Integración y Seguridad Integral";"2026-02-19";"ÁLVAREZ ZAMBRANO FERDINAN ARTURO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN PARA LA SOSTENIBILIDAD Y EFICIENCIA DEL GASTO DE LOS GOBIERNOS AUTÓNOMOS DESCENTRALIZADOS";"2026-01-28";"2026-01-28";"476878";"476878";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-02-01";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL, RESPECTO DE LAS LESIONES TIPIFICADAS EN EL ARTÍCULO 152";"2026-01-28";"2026-01-28";"476924";"476924";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-02-06";"CASANOVA MONTESINO LIZARDO MANUEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA EL FORTALECIMIENTO DE LOS SECTORES ESTRATÉGICOS DE MINERÍA Y ENERGÍA";"2026-01-28";"2026-01-28";"476879";"476879";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-02-01";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL";"2026-01-28";"2026-01-28";"476914";"476914";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-02-19";"CABRERA CHACÓN SARA NOEMÍ(ASAMBLEÍSTA)"
"PROYECTO DE LEY PROYECTO DE LEY ORGÁNICA DE INSTITUCIONALIZACIÓN Y FORTALECIMIENTO DEL SERVICIO ECUATORIANO DE CAPACITACIÓN PROFESIONAL SECAP";"2026-01-28";"2026-01-28";"AN-VMNR-2026-0008-M";"AN-VMNR-2026-0008-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-02-19";"VEGA MORILLO NUVIA ROCIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA EL DESARROLLO AGROINDUSTRIAL SOSTENIBLE, INCLUSIVO E INNOVADOR";"2026-01-27";"2026-01-27";"476838";"476838";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-02-06";"MÉNDEZ ROJAS FERNANDA MABEL(ASAMBLEÍSTA)/ SALAS BARRIGA DIEGO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE DILIGENCIA EMPRESARIAL PARA LA PROTECCIÓN DE LOS DERECHOS HUMANOS, LA NATURALEZA Y EL AMBIENTE";"2026-01-27";"2026-01-27";"476839";"476839";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-02-06";"MÉNDEZ ROJAS FERNANDA MABEL(ASAMBLEÍSTA)/ SALAS BARRIGA DIEGO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE MOVILIDAD HUMANA";"2026-01-22";"2026-01-22";"476618";"476618";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-02-06";"ALVARADO ESPINEL MARCOS HUMBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA PARA LA PREVENCIÓN Y ERRADICACIÓN DEL RECLUTAMIENTO, USO Y UTILIZACIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES";"2026-01-21";"2026-01-21";"476544";"476544";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2026-01-23";"CENTENO ARTEAGA VALENTINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIO A LA LEY ORGÁNICA DE SERVICIO PÚBLICO Y AL CÓDIGO DE TRABAJO PARA LA INCLUSIÓN DEL 5 DE AGOSTO DE 1820 COMO FECHA CÍVICA NACIONAL DE LA REPÚBLICA DEL ECUADOR";"2026-01-20";"2026-01-20";"AN-GTFV-2026-0001-M";"AN-GTFV-2026-0001-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2026-01-23";"GEORGE TENORIO FRICSON VINICIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO MONETARIO Y FINANCIERO PARA LA PROTECCIÓN, ESTABLECIMIENTO DE LA PRELACIÓN PREFERENTE Y RESTITUCIÓN DE LAS ACREENCIAS POR DEPÓSITOS DE PERSONAS NATURALES EN PROCESOS DE LIQUIDACIÓN FORZOSA DE ENTIDADES FINANCIERAS";"2026-01-20";"2026-01-20";"AN-CPAE-2026-0013-M";"AN-CPAE-2026-0013-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2026-01-28";"CASTRO PIEDRA ADRIÁN ERNESTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE GESTIÓN DE LA IDENTIDAD Y DATOS CIVILES Y A LA LEY DEL SISTEMA NACIONAL DE REGISTRO DE DATOS PÚBLICOS, PARA GARANTIZAR LA VALIDEZ Y ACEPTACIÓN DE LA CÉDULA EN FORMATO FÍSICO O DIGITAL";"2026-01-20";"2026-01-20";"476519";"476519";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2026-02-06";"NANTIPIA CHUMPI JOSE FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE TECNOLOGÍA, EQUIDAD Y FUTURO PARA EL AGRO";"2026-01-16";"2026-01-16";"AN-MDMA-2026-0002-M";"AN-MDMA-2026-0002-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2026-01-28";"MANCHENO DAVILA MISHEL ANDREA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE INTERÉS SOCIAL";"2026-01-15";"2026-01-15";"476369";"476369";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2026-01-28";"TERÁN BARRAGÁN JOHNNY ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DEL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2026-01-15";"2026-01-15";"476315";"476315";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-28";"LEON CUEVA CAMILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE MOVILIDAD HUMANA";"2026-01-15";"2026-01-15";"476321";"476321";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-23";"MIRANDA IDROVO JORGE ERNESTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO GENERAL DE PROCESOS PARA LA EFICIENCIA DEL SISTEMA PROCESAL";"2026-01-15";"2026-01-15";"476315";"476315";"PROYECTO PRESENTADO";"No Asignado";null;"LEON CUEVA CAMILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA CODIFICACIÓN DE LA LEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL";"2026-01-08";"2026-01-08";"476079";"476079";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2026-01-23";"FARINANGO DELGADO NATHALY ESTEFANIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE SEGURIDAD PARA PROTECCIÓN DE MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO";"2026-01-07";"2026-01-07";"AN-JZPM-2026-0006-M";"AN-JZPM-2026-0006-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No Asignado";null;"JARAMILLO ZURITA PAOLA MICHAEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY PROYECTO DE LEY REFORMATORIA A LA LEY CONSTITUTIVA DEL INSTITUTO NACIONAL DE INVESTIGACIONES AGROPECUARIAS - INIAP";"2026-01-07";"2026-01-07";"476054";"476054";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2026-01-23";"HERRERA GÓMEZ ANA CECILIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE MOVILIDAD HUMANA  PARA LA REGULACIÓN Y EJECUCIÓN DE PROCESOS DE DEPORTACIÓN MASIVA";"2026-01-07";"2026-01-07";"476064";"476064";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Relaciones Internacionales y Movilidad Humana";"2026-01-23";"LAVAYEN TAMAYO JOHNNY ALFREDO(ASAMBLEÍSTA)/ MATOVELLE VERA DIEGO FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA CODIFICACIÓN DE LA LEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL PARA MEJORAR LA GESTIÓN DEL SISTEMA NACIONAL DE EDUCACIÓN";"2025-12-31";"2025-12-31";"AN-ZRHP-2025-0090-M";"AN-ZRHP-2025-0090-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2026-01-23";"ZAPATA ROJAS HERNÁN PATRICIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA ECONOMÍA POPULAR Y SOLIDARIA";"2025-12-21";"2025-12-21";"AN-PAMK-2025-0077-M";"AN-PAMK-2025-0077-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"PAZMIÑO ARREGUI MIREYA KATERINE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE RÉGIMEN TEMPORAL ESPECIAL PARA LA PROVINCIA DE BOLÍVAR";"2025-12-21";"2025-12-21";"AN-PAMK-2025-0076-M";"AN-PAMK-2025-0076-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"PAZMIÑO ARREGUI MIREYA KATERINE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA INTEGRIDAD Y TRANSPARENCIA EN LAS COMPETICIONES DEPORTIVAS";"2025-12-19";"2025-12-19";"AN-CMAF-2025-0136-M";"AN-CMAF-2025-0136-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2026-01-09";"CASTILLO MALDONADO ANDRES FELIPE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE DEFENSA AL CONSUMIDOR";"2025-12-19";"2025-12-19";"475614";"475614";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-01-09";"JACOME MEJIA LUIS FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA INTEGRAL PARA PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, PARA INCORPORAR, PREVENIR, SANCIONAR Y REPARAR LA VIOLENCIA DIGITAL";"2025-12-19";"2025-12-19";"475581";"475581";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2026-01-23";"DUEÑAS PALMA GEMA KAROLINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE DEFENSA AL CONSUMIDOR PARA GARANTIZAR LOS DERECHOS DE LOS CLIENTES ANTE DEFICIENCIAS EN LOS SERVICIOS Y PRÁCTICAS ECONÓMICAS Y ABUSIVAS";"2025-12-19";"2025-12-19";"AN-HYCA-2025-0136-M";"AN-HYCA-2025-0136-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-01-09";"HERNANDEZ YUNDA CHRISTIAN ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE LA PROCURADURÍA GENERAL DEL ESTADO";"2025-12-19";"2025-12-19";"475600";"475600";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2026-01-09";"LARREA VALENCIA JUAN CARLOS(PROCURADURIA GENERAL DEL ESTADO)"
"PROYECTO DE LEY REFORMATORIA DE LA LEY GENERAL DE SEGUROS";"2025-12-19";"2025-12-19";"475619";"475619";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2026-01-09";"YUMBAY YALLICO MARIANA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA PREVENIR Y SANCIONAR EL USO FRAUDULENTO DE LAS FIGURAS DE PROTECCIÓN MIGRATORIA";"2025-12-18";"2025-12-18";"475557";"475557";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2026-01-09";"RAMIREZ CHALAN GRACIELA JANETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL LIBRO III DEL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA, REFERENTE AL SISTEMA NACIONAL DESCENTRALIZADO DE PROTECCIÓN INTEGRAL A LA NIÑEZ Y ADOLESCENCIA";"2025-12-18";"2025-12-18";"475547";"475547";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"SAMANIEGO MAIGUA FRANKLIN OMAR(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA GARANTIZAR LOS DERECHOS DE LOS ANIMALES";"2025-12-18";"2025-12-18";"475550";"475550";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2026-01-09";"SAMANIEGO MAIGUA FRANKLIN OMAR(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DEL RÉGIMEN DE LA SOBERANÍA ALIMENTARIA";"2025-12-18";"2025-12-18";"475534";"475534";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2026-01-09";"TIUPUL URQUIZO CARMEN YOLANDA(ASAMBLEÍSTA)"
"PROYECTO DE REFORMA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA PARA GARANTIZAR LA FUNCIÓN FISCALIZADORA DE LA ASAMBLEA NACIONAL";"2025-12-18";"2025-12-18";"475549";"475549";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-23";"SAMANIEGO MAIGUA FRANKLIN OMAR(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA PARA FORTALECER LA REPRESENTACIÓN DEMOCRÁTICA, LA DELIBERACIÓN PLURAL Y LA PARTICIPACIÓN EFECTIVA EN LA FUNCIÓN LEGISLATIVA";"2025-12-18";"2025-12-18";"475555";"475555";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2026-01-09";"MATEUS ACOSTA GUSTAVO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA PARA GARANTIZAR LA RESTITUCIÓN DE AHORROS Y LA PROTECCIÓN DE LOS SOCIOS EN LA LIQUIDACIÓN FORZOSA DE COOPERATIVAS";"2025-12-18";"2025-12-18";"475535";"475535";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2026-01-09";"TIUPUL URQUIZO CARMEN YOLANDA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE SERVICIO PÚBLICO Y AL CÓDIGO ORGÁNICO DEL TRABAJO POR LA INCLUSIÓN DEL 5 DE AGOSTO DE 1820 COMO FECHA CÍVICA NACIONAL DE LA REPÚBLICA DEL ECUADOR";"2025-12-18";"2025-12-18";"475531";"475531";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"GEORGE TENORIO FRICSON VINICIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DE DEFENSA DEL ARTESANO PARA LA INCLUSIÓN PRODUCTIVA DE LAS PERSONAS ECUATORIANAS MIGRANTES RETORNADAS";"2025-12-18";"2025-12-18";"475554";"475554";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-01-09";"MATEUS ACOSTA GUSTAVO ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE JUVENTUDES";"2025-12-17";"2025-12-17";"475478";"475478";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No Asignado";null;"QUINTANA TAPIA NAILA VICTORIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA PARA REFORZAR EL DERECHO A LA DIGNIDAD, REPUTACIÓN, HONOR E IMAGEN DE NIÑOS, NIÑAS Y ADOLESCENTES";"2025-12-17";"2025-12-17";"475485";"475485";"INFORME PARA PRIMER DEBATE";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2026-01-09";"PACHECO MACHUCA KATHERINE ALEXANDRA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LAS PERSONAS CON DISCAPACIDAD, PARA FORTALECER LA INCLUSIÓN, GARANTIZAR LA PLENA AUTONOMÍA Y ARMONIZAR LA NORMATIVA CON LOS ESTÁNDARES DE LA CONVENCIÓN SOBRE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD Y LA CONSTITUCIÓN";"2025-12-17";"2025-12-17";"475495";"475495";"RETIRADO";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2026-01-09";"BLACIO CARRION DIANA PATRICIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE MOVILIDAD HUMANA PARA LA REGULACIÓN Y EJECUCIÓN DE PROCESOS DE DEPORTACIÓN MASIVA";"2025-12-17";"2025-12-17";"475498";"475498";"RETIRADO";"No Asignado";null;"LAVAYEN TAMAYO JOHNNY ALFREDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA";"2025-12-17";"2025-12-17";"475477";"475477";"PROYECTO PRESENTADO";"No Asignado";null;"GALLARDO RUIZ KEEVIN FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA LA APLICACIÓN PROPORCIONAL DE LAS INFRACCIONES DE TRÁNSITO SIN RESULTADO DE MUERTE";"2025-12-17";"2025-12-17";"475530";"475530";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2026-01-09";"NANGO CUJI JOSE LUIS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA  A LA LEY ORGÁNICA DE ALIMENTACIÓN ESCOLAR, PARA LA GARANTÍA DE LA ALIMENTACIÓN SALUDABLE Y EL CONTROL DE BARES ESCOLARES";"2025-12-17";"2025-12-17";"475502";"475502";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"TAMAYO TRIVIÑO JORGE FABRICIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY PROYECTO DE LEY ORGÁNICA REFORMATORIA  A LA LEY ORGÁNICA DE SALUD PARA RECONOCER EL USO DEL SOMBRERO DE PAJA TOQUILLA COMO MEDIDA DE PREVENCIÓN DEL CÁNCER DE PIEL";"2025-12-17";"2025-12-17";"475506";"475506";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2026-01-09";"MACHADO CLAVIJO GERARDO EUGENIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE SALUD";"2025-12-17";"2025-12-17";"475493";"475493";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2026-01-09";"CEVALLOS MACÍAS FRANCISCO ANDRES(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA  A LA LEY ORGÁNICA DE FOMENTO ARTESANAL  PARA EL RECONOCIMIENTO Y FOMENTO DEL TEJIDO DE LA PAJA TOQUILLA Y DEL SOMBRERO DE PAJA TOQUILLA";"2025-12-17";"2025-12-17";"475501";"475501";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"MACHADO CLAVIJO GERARDO EUGENIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA ECONOMÍA POPULAR Y SOLIDARIA PARA GARANTIZAR LA DEMOCRACIA INTERNA";"2025-12-17";"2025-12-17";"475510";"475510";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2026-01-09";"GUSCHMER TAMARIZ MARCELO ANDRES(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DEL AMBIENTE EN MATERIA DE PATRIMONIO FORESTAL NACIONAL E INCENTIVOS DE CONSERVACIÓN";"2025-12-17";"2025-12-17";"475508";"475508";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"TUALA MUNTZA SEGUNDO EUSTAQUIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE SANIDAD AGROPECUARIA PARA ESTABLECER EL RÉGIMEN DE PLAGAS PRIORITARIAS DE ALTO IMPACTO (PPAI) Y LA PREVENCIÓN, VIGILANCIA Y RESPUESTA FRENTE A FUSARIUM OXYSPORUM F. SP. CUBENSE RAZA 4 TROPICAL (TR4)";"2025-12-17";"2025-12-17";"475520";"475520";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2026-01-09";"SALAS BARRIGA DIEGO ENRIQUE(ASAMBLEÍSTA)"
